"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 20:00","2024","12","26","20:00","-1.1","","-2.9","","88","","","","34","","20","","","","102.58","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 21:00","2024","12","26","21:00","-1.2","","-3.2","","87","","","","35","","23","","","","102.61","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 22:00","2024","12","26","22:00","-1.0","","-2.6","","89","","","","34","","28","","","","102.60","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 23:00","2024","12","26","23:00","-1.0","","-1.9","","93","","","","34","","22","","","","102.61","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 00:00","2024","12","27","00:00","-1.2","","-1.9","","95","","","","33","","17","","","","102.57","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 01:00","2024","12","27","01:00","-1.1","","-1.5","","97","","","","34","","15","","","","102.59","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 02:00","2024","12","27","02:00","-1.6","","-1.6","","100","","","","32","","14","","","","102.59","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 03:00","2024","12","27","03:00","-1.9","","-1.9","","100","","","","32","","13","","","","102.56","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 04:00","2024","12","27","04:00","-2.5","","-2.5","","100","","","","32","","22","","","","102.56","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 05:00","2024","12","27","05:00","-2.4","","-2.5","","100","","","","33","","24","","","","102.56","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 06:00","2024","12","27","06:00","-2.5","","-2.5","","100","","","","33","","21","","","","102.62","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 07:00","2024","12","27","07:00","-2.8","","-2.8","","100","","","","33","","20","","","","102.65","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 08:00","2024","12","27","08:00","-2.6","","-2.6","","100","","","","33","","23","","","","102.66","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 09:00","2024","12","27","09:00","-2.0","","-2.0","","100","","","","33","","22","","","","102.73","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 10:00","2024","12","27","10:00","-0.9","","-1.8","","94","","","","32","","21","","","","102.76","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 11:00","2024","12","27","11:00","0.0","","-2.4","","84","","","","33","","21","","","","102.71","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 12:00","2024","12","27","12:00","1.2","","-3.1","","73","","","","33","","21","","","","102.66","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 13:00","2024","12","27","13:00","1.7","","-3.7","","67","","","","31","","15","","","","102.59","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 14:00","2024","12","27","14:00","2.2","","-2.7","","70","","","","33","","16","","","","102.52","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 15:00","2024","12","27","15:00","2.9","","-3.0","","65","","","","31","","11","","","","102.51","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 16:00","2024","12","27","16:00","2.5","","-3.8","","63","","","","29","","9","","","","102.53","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 17:00","2024","12","27","17:00","1.8","","-3.3","","69","","","","29","","8","","","","102.56","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 18:00","2024","12","27","18:00","1.1","","-2.8","","75","","","","34","","11","","","","102.55","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 19:00","2024","12","27","19:00","0.4","","-3.3","","76","","","","29","","6","","","","102.58","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 20:00","2024","12","27","20:00","0.1","","-3.3","","78","","","","29","","3","","","","102.57","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 21:00","2024","12","27","21:00","-0.4","","-0.6","","98","","","","32","","5","","","","102.60","","","","-2","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 22:00","2024","12","27","22:00","-1.1","","-1.5","","97","","","","31","","7","","","","102.59","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-27 23:00","2024","12","27","23:00","-1.5","","-1.5","","100","","","","31","","6","","","","102.58","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 00:00","2024","12","28","00:00","-1.5","","-2.4","","94","","","","31","","7","","","","102.55","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 01:00","2024","12","28","01:00","-1.6","","-1.6","","100","","","","33","","6","","","","102.50","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 02:00","2024","12","28","02:00","-2.4","","-2.4","","100","","","","","","0","","","","102.48","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 03:00","2024","12","28","03:00","-2.5","","-2.6","","100","","","","30","","4","","","","102.51","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 04:00","2024","12","28","04:00","-2.7","","-2.7","","100","","","","32","","3","","","","102.48","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 05:00","2024","12","28","05:00","-3.2","","-3.2","","100","","","","30","","4","","","","102.48","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 06:00","2024","12","28","06:00","-2.8","","-2.8","","100","","","","","","0","","","","102.50","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 07:00","2024","12","28","07:00","-2.8","","-2.8","","100","","","","31","","3","","","","102.52","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 08:00","2024","12","28","08:00","-2.9","","-2.9","","100","","","","29","","4","","","","102.57","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 09:00","2024","12","28","09:00","-0.6","","-2.7","","86","","","","","","0","","","","102.55","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 10:00","2024","12","28","10:00","-0.3","","-2.1","","87","","","","25","","6","","","","102.58","","","","-2","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 11:00","2024","12","28","11:00","0.5","","-1.9","","84","","","","27","","6","","","","102.54","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 12:00","2024","12","28","12:00","1.7","","-2.0","","77","","","","32","","7","","","","102.49","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 13:00","2024","12","28","13:00","2.6","","-0.7","","79","","","","31","","10","","","","102.42","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 14:00","2024","12","28","14:00","4.0","","-0.3","","73","","","","27","","12","","","","102.39","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 15:00","2024","12","28","15:00","5.5","","0.1","","68","","","","28","","4","","","","102.34","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 16:00","2024","12","28","16:00","4.4","","0.7","","77","","","","27","","5","","","","102.47","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 17:00","2024","12","28","17:00","3.4","","1.0","","84","","","","25","","6","","","","102.46","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 18:00","2024","12","28","18:00","3.0","","1.1","","88","","","","","","0","","","","102.49","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 19:00","2024","12","28","19:00","2.3","","1.3","","93","","","","","","0","","","","102.44","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 20:00","2024","12","28","20:00","1.8","","1.8","","100","","","","26","","5","","","","102.48","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 21:00","2024","12","28","21:00","1.8","","1.8","","100","","","","","","0","","","","102.44","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 22:00","2024","12","28","22:00","1.0","","1.0","","100","","","","32","","5","","","","102.46","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-28 23:00","2024","12","28","23:00","0.7","","0.7","","100","","","","","","0","","","","102.44","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 00:00","2024","12","29","00:00","0.8","","0.8","","100","","","","","","0","","","","102.37","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 01:00","2024","12","29","01:00","0.1","","0.1","","100","","","","","","0","","","","102.36","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 02:00","2024","12","29","02:00","0.2","","0.2","","100","","","","","","0","","","","102.38","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 03:00","2024","12","29","03:00","0.0","","0.0","","100","","","","1","","4","","","","102.37","","","","-1","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 04:00","2024","12","29","04:00","0.4","","0.4","","100","","","","","","0","","","","102.35","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 05:00","2024","12","29","05:00","0.5","","0.5","","100","","","","33","","5","","","","102.34","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 06:00","2024","12","29","06:00","0.8","","0.8","","100","","","","9","","3","","","","102.30","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 07:00","2024","12","29","07:00","1.5","","1.5","","100","","","","14","","4","","","","102.31","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 08:00","2024","12","29","08:00","1.8","","1.7","","100","","","","14","","6","","","","102.31","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 09:00","2024","12","29","09:00","1.6","","1.6","","100","","","","14","","7","","","","102.30","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 10:00","2024","12","29","10:00","1.9","","1.9","","100","","","","12","","3","","","","102.31","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 11:00","2024","12","29","11:00","2.3","","2.3","","100","","","","","","0","","","","102.24","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 12:00","2024","12","29","12:00","2.8","","2.8","","100","","","","","","0","","","","102.12","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 13:00","2024","12","29","13:00","3.1","","3.1","","100","","","","32","","4","","","","102.04","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 14:00","2024","12","29","14:00","3.5","","3.5","","100","","","","","","0","","","","102.04","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 15:00","2024","12","29","15:00","4.0","","4.0","","100","","","","","","0","","","","102.04","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 16:00","2024","12","29","16:00","4.1","","4.1","","100","","","","13","","8","","","","102.03","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 17:00","2024","12","29","17:00","4.1","","4.1","","100","","","","13","","7","","","","102.05","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 18:00","2024","12","29","18:00","3.9","","3.9","","100","","","","12","","7","","","","102.05","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 19:00","2024","12","29","19:00","3.9","","3.8","","100","","","","","","0","","","","102.12","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 20:00","2024","12","29","20:00","3.4","","3.4","","100","","","","","","0","","","","102.07","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 21:00","2024","12","29","21:00","3.3","","3.3","","100","","","","","","0","","","","102.09","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 22:00","2024","12","29","22:00","3.3","","3.3","","100","","","","10","","4","","","","101.99","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-29 23:00","2024","12","29","23:00","3.5","","3.5","","100","","","","","","0","","","","101.99","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 00:00","2024","12","30","00:00","3.5","","3.5","","100","","","","","","0","","","","101.98","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 01:00","2024","12","30","01:00","3.6","","3.6","","100","","","","13","","6","","","","101.95","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 02:00","2024","12","30","02:00","4.0","","4.0","","100","","","","13","","4","","","","101.95","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 03:00","2024","12","30","03:00","3.9","","3.9","","100","","","","14","","7","","","","101.92","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 04:00","2024","12","30","04:00","3.9","","3.9","","100","","","","13","","9","","","","101.89","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 05:00","2024","12","30","05:00","4.0","","4.0","","100","","","","13","","11","","","","101.87","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 06:00","2024","12","30","06:00","4.0","","4.0","","100","","","","12","","8","","","","101.88","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 07:00","2024","12","30","07:00","4.0","","4.0","","100","","","","14","","10","","","","101.87","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 08:00","2024","12","30","08:00","3.9","","3.9","","100","","","","15","","10","","","","101.84","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 09:00","2024","12","30","09:00","4.1","","4.1","","100","","","","14","","10","","","","101.86","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 10:00","2024","12","30","10:00","4.3","","4.3","","100","","","","14","","16","","","","101.84","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 11:00","2024","12","30","11:00","4.3","","4.3","","100","","","","14","","17","","","","101.81","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 12:00","2024","12","30","12:00","4.4","","4.4","","100","","","","14","","19","","","","101.73","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 13:00","2024","12","30","13:00","4.7","","4.7","","100","","","","14","","17","","","","101.69","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 14:00","2024","12","30","14:00","4.9","","4.9","","100","","","","13","","17","","","","101.59","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 15:00","2024","12","30","15:00","4.8","","4.8","","100","","","","13","","18","","","","101.57","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 16:00","2024","12","30","16:00","5.3","","5.3","","100","","","","13","","24","","","","101.49","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 17:00","2024","12","30","17:00","5.5","","5.4","","100","","","","13","","23","","","","101.39","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 18:00","2024","12","30","18:00","5.4","","5.4","","100","","","","13","","15","","","","101.38","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 19:00","2024","12","30","19:00","5.6","","5.6","","100","","","","14","","15","","","","101.31","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 20:00","2024","12","30","20:00","6.6","","6.6","","100","","","","14","","17","","","","101.25","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 21:00","2024","12","30","21:00","7.0","","7.0","","100","","","","14","","19","","","","101.19","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 22:00","2024","12","30","22:00","7.1","","7.1","","100","","","","14","","21","","","","101.11","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-30 23:00","2024","12","30","23:00","6.6","","6.6","","100","","","","14","","18","","","","101.02","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 00:00","2024","12","31","00:00","7.5","","7.5","","100","","","","14","","28","","","","100.88","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 01:00","2024","12","31","01:00","9.3","","9.3","","100","","","","15","","14","","","","100.84","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 02:00","2024","12","31","02:00","9.0","","9.0","","100","","","","15","","13","","","","100.80","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 03:00","2024","12","31","03:00","8.7","","8.7","","100","","","","15","","8","","","","100.83","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 04:00","2024","12","31","04:00","7.4","","7.4","","100","","","","18","","9","","","","100.80","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 05:00","2024","12","31","05:00","6.6","","6.5","","100","","","","13","","3","","","","100.79","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 06:00","2024","12","31","06:00","5.5","","5.5","","100","","","","19","","10","","","","100.83","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 07:00","2024","12","31","07:00","5.2","","5.2","","100","","","","22","","8","","","","100.86","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 08:00","2024","12","31","08:00","5.9","","5.9","","100","","","","23","","9","","","","100.93","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 09:00","2024","12","31","09:00","6.2","","6.2","","100","","","","22","","8","","","","100.99","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 10:00","2024","12","31","10:00","6.2","","6.2","","100","","","","24","","11","","","","101.08","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 11:00","2024","12","31","11:00","5.7","","5.7","","100","","","","23","","15","","","","101.12","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 12:00","2024","12","31","12:00","5.7","","5.7","","100","","","","22","","11","","","","101.10","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 13:00","2024","12","31","13:00","5.5","","5.5","","100","","","","23","","13","","","","101.09","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 14:00","2024","12","31","14:00","5.9","","5.9","","100","","","","24","","17","","","","101.12","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 15:00","2024","12","31","15:00","5.7","","5.7","","100","","","","26","","12","","","","101.17","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 16:00","2024","12","31","16:00","5.8","","5.8","","100","","","","23","","7","","","","101.21","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 17:00","2024","12","31","17:00","5.9","","5.9","","100","","","","17","","4","","","","101.28","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 18:00","2024","12","31","18:00","5.5","","5.5","","100","","","","22","","6","","","","101.35","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 19:00","2024","12","31","19:00","4.5","","4.5","","100","","","","","","0","","","","101.42","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 20:00","2024","12","31","20:00","4.0","","3.9","","100","","","","","","0","","","","101.48","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 21:00","2024","12","31","21:00","3.6","","3.6","","100","","","","13","","4","","","","101.55","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 22:00","2024","12","31","22:00","2.4","","2.4","","100","","","","","","0","","","","101.55","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-31 23:00","2024","12","31","23:00","1.3","","1.3","","100","","","","31","","8","","","","101.60","","","","","","NA"
